questions,ground_truth,modus,types_of_relation,atomic_idx,dataset_id,a,b,c
"If John submits a bill to the legislative body for approval, then John is elected as the leader
John submits a bill to the legislative body for approval

What necessarily had to follow assuming that the above premises were true?
(a) John is elected as the leader
(b) John is not elected as the leader
(c) John may or may not be elected as the leader",a,ponens,If-Event-Then-MentalState,508,803-strong,John is elected as the leader.,John is not elected as the leader.,John may or may not be elected as the leader.
"If John emails a healthcare bill draft to the House of Representatives, then John learns about legislative procedures
John emails a healthcare bill draft to the House of Representatives

What necessarily had to follow assuming that the above premises were true?
(a) John learns about legislative procedures
(b) John does not learn about legislative procedures
(c) John may or may not learn about legislative procedures",a,ponens,If-Event-Then-MentalState,508,804-strong,John learns about legislative procedures.,John does not learn about legislative procedures.,John may or may not learn about legislative procedures.
"If John emails a bill draft to the senate, then Jessica starts questioning John's intentions
John emails a bill draft to the senate

What necessarily had to follow assuming that the above premises were true?
(a) Jessica starts questioning John's intentions
(b) Jessica does not start questioning John's intentions
(c) Jessica may or may not start questioning John's intentions",a,ponens,If-Event-Then-MentalState,508,805-strong,Jessica starts questioning John's intentions.,Jessica does not start questioning John's intentions.,Jessica may or may not start questioning John's intentions.
"If John emails a Freedom of Information request to the parliamentary office seeking data on local healthcare spending, then John is appointed as the head of a citizen advisory committee on healthcare budget transparency
John emails a Freedom of Information request to the parliamentary office seeking data on local healthcare spending

What necessarily had to follow assuming that the above premises were true?
(a) John is appointed as the head of a citizen advisory committee on healthcare budget transparency
(b) John is not appointed as the head of a citizen advisory committee on healthcare budget transparency
(c) John may or may not be appointed as the head of a citizen advisory committee on healthcare budget transparency",a,ponens,If-Event-Then-MentalState,508,806-strong,John is appointed as the head of a citizen advisory committee on healthcare budget transparency.,John is not appointed as the head of a citizen advisory committee on healthcare budget transparency.,John may or may not be appointed as the head of a citizen advisory committee on healthcare budget transparency.
"If John emails an MP to learn a law’s details, then John knows more about that law
John emails an MP to learn a law’s details

What necessarily had to follow assuming that the above premises were true?
(a) John knows more about that law
(b) John does not know more about that law
(c) John may or may not know more about that law",a,ponens,If-Event-Then-MentalState,508,807-strong,John knows more about that law.,John does not know more about that law.,John may or may not know more about that law.
"If John emails a question to a Member of Parliament about local park funding, then Jessica, who is John's neighbor and also uses the park, might learn about potential changes from the reply
John emails a question to a Member of Parliament about local park funding

What necessarily had to follow assuming that the above premises were true?
(a) Jessica, who is John's neighbor and also uses the park, might learn about potential changes from the reply
(b) Jessica, who is John's neighbor and also uses the park, might not learn about potential changes from the reply
(c) Jessica, who is John's neighbor and also uses the park, may or may not learn about potential changes from the reply",a,ponens,If-Event-Then-MentalState,508,808-strong,"Jessica, who is John's neighbor and also uses the park, might learn about potential changes from the reply.","Jessica, who is John's neighbor and also uses the park, might not learn about potential changes from the reply.","Jessica, who is John's neighbor and also uses the park, may or may not learn about potential changes from the reply."
"If John emails a draft bill to their parliamentary representative, then John checks for a response to learn if the bill will be discussed
John emails a draft bill to their parliamentary representative

What necessarily had to follow assuming that the above premises were true?
(a) John checks for a response to learn if the bill will be discussed
(b) John does not check for a response to learn if the bill will be discussed
(c) John may or may not check for a response to learn if the bill will be discussed",a,ponens,If-Event-Then-Event,511,809-strong,John checks for a response to learn if the bill will be discussed,John does not check for a response to learn if the bill will be discussed,John may or may not check for a response to learn if the bill will be discussed
"If John mails a letter, then John will receive a reply
John mails a letter

What necessarily had to follow assuming that the above premises were true?
(a) John will receive a reply
(b) John will not receive a reply
(c) John may or may not receive a reply",a,ponens,If-Event-Then-Event,511,810-strong,John will receive a reply.,John will not receive a reply.,John may or may not receive a reply.
"If John emails a bill draft to the Legislation Committee, then John will write a summary document
John emails a bill draft to the Legislation Committee

What necessarily had to follow assuming that the above premises were true?
(a) John will write a summary document
(b) John will not write a summary document
(c) John may or may not write a summary document",a,ponens,If-Event-Then-Event,511,811-strong,John will write a summary document.,John will not write a summary document.,John may or may not write a summary document.
"If John votes for a Member of Parliament to represent their district, then John will receive a summary of the parliamentary decisions
John votes for a Member of Parliament to represent their district

What necessarily had to follow assuming that the above premises were true?
(a) John will receive a summary of the parliamentary decisions
(b) John will not receive a summary of the parliamentary decisions
(c) John may or may not receive a summary of the parliamentary decisions",a,ponens,If-Event-Then-Event,511,812-strong,John will receive a summary of the parliamentary decisions.,John will not receive a summary of the parliamentary decisions.,John may or may not receive a summary of the parliamentary decisions.
"If John sends a proxy to vote on their behalf in parliament, then John will attend parliament personally
John sends a proxy to vote on their behalf in parliament

What necessarily had to follow assuming that the above premises were true?
(a) John will attend parliament personally
(b) John will not attend parliament personally
(c) John may or may not attend parliament personally",a,ponens,If-Event-Then-Event,511,813-strong,John will attend parliament personally.,John will not attend parliament personally.,John may or may not attend parliament personally.
"If John instructs a representative to attend a parliamentary vote, then John will prepare a summary
John instructs a representative to attend a parliamentary vote

What necessarily had to follow assuming that the above premises were true?
(a) John will prepare a summary
(b) John will not prepare a summary
(c) John may or may not prepare a summary",a,ponens,If-Event-Then-Event,511,814-strong,John will prepare a summary.,John will not prepare a summary.,John may or may not prepare a summary.
"If John watches a live parliamentary debate through a streaming service, then John learns about the debate topics
John watches a live parliamentary debate through a streaming service

What necessarily had to follow assuming that the above premises were true?
(a) John learns about the debate topics
(b) John does not learn about the debate topics
(c) John may or may not learn about the debate topics",a,ponens,If-Event-Then-Event,511,815-strong,John learns about the debate topics.,John does not learn about the debate topics.,John may or may not learn about the debate topics.
"If John sends an assistant to attend a parliamentary session, then John may decide to attend a future session personally
John sends an assistant to attend a parliamentary session

What necessarily had to follow assuming that the above premises were true?
(a) John may decide to attend a future session personally
(b) John may not decide to attend a future session personally
(c) John may or may not decide to attend a future session personally",a,ponens,If-Event-Then-Event,511,816-strong,John may decide to attend a future session personally.,John may not decide to attend a future session personally.,John may or may not decide to attend a future session personally.
"If John sends an emissary to attend a parliamentary session, then John can receive a briefing
John sends an emissary to attend a parliamentary session

What necessarily had to follow assuming that the above premises were true?
(a) John can receive a briefing
(b) John cannot receive a briefing
(c) John may or may not be able to receive a briefing",a,ponens,If-Event-Then-Event,511,817-strong,John can receive a briefing.,John cannot receive a briefing.,John may or may not be able to receive a briefing.
"If John emails their job application to the hiring committee, then Jessica will confirm the interview date
John emails their job application to the hiring committee

What necessarily had to follow assuming that the above premises were true?
(a) Jessica will confirm the interview date
(b) Jessica will not confirm the interview date
(c) Jessica may or may not confirm the interview date",a,ponens,If-Event-Then-Event,512,818-strong,Jessica will confirm the interview date.,Jessica will not confirm the interview date.,Jessica may or may not confirm the interview date.
"If John submits a nomination form for a candidate to the parliamentary committee, then John is eligible to nominate additional candidates
John submits a nomination form for a candidate to the parliamentary committee

What necessarily had to follow assuming that the above premises were true?
(a) John is eligible to nominate additional candidates
(b) John is not eligible to nominate additional candidates
(c) John may or may not be eligible to nominate additional candidates",a,ponens,If-Event-Then-Event,512,819-strong,John is eligible to nominate additional candidates.,John is not eligible to nominate additional candidates.,John may or may not be eligible to nominate additional candidates.
"If John appoints Jessica as their delegate to present a policy proposal at the monthly town hall meeting, then John will call Jessica the next day to discuss the feedback received
John appoints Jessica as their delegate to present a policy proposal at the monthly town hall meeting

What necessarily had to follow assuming that the above premises were true?
(a) John will call Jessica the next day to discuss the feedback received
(b) John will not call Jessica the next day to discuss the feedback received
(c) John may or may not call Jessica the next day to discuss the feedback received",a,ponens,If-Event-Then-Event,512,820-strong,John will call Jessica the next day to discuss the feedback received.,John will not call Jessica the next day to discuss the feedback received.,John may or may not call Jessica the next day to discuss the feedback received.
"If John emails a detailed agenda to the parliamentary committee, then Jessica will propose two additional members for the committee
John emails a detailed agenda to the parliamentary committee

What necessarily had to follow assuming that the above premises were true?
(a) Jessica will propose two additional members for the committee
(b) Jessica will not propose two additional members for the committee
(c) Jessica may or may not propose two additional members for the committee",a,ponens,If-Event-Then-Event,512,821-strong,Jessica will propose two additional members for the committee.,Jessica will not propose two additional members for the committee.,Jessica may or may not propose two additional members for the committee.
"If John categorizes Roman history into distinct eras for enjoyment, then John feels joyful
John categorizes Roman history into distinct eras for enjoyment

What necessarily had to follow assuming that the above premises were true?
(a) John feels joyful
(b) John does not feel joyful
(c) John may or may not feel joyful",a,ponens,If-Event-Then-MentalState,516,822-strong,John feels joyful.,John does not feel joyful.,John may or may not feel joyful.
"If John divides the year into four seasons to see how many there are, then he does so to assign activities to each season
John divides the year into four seasons to see how many there are

What necessarily had to follow assuming that the above premises were true?
(a) He does so to assign activities to each season
(b) He does not do so to assign activities to each season
(c) He may or may not do so to assign activities to each season",a,ponens,If-Event-Then-Event,519,823-strong,He does so to assign activities to each season.,He does not do so to assign activities to each season.,He may or may not do so to assign activities to each season.
"If John divides the text into sentences to count them, then John can organize the sentences by topic
John divides the text into sentences to count them

What necessarily had to follow assuming that the above premises were true?
(a) John can organize the sentences by topic
(b) John cannot organize the sentences by topic
(c) John may or may not be able to organize the sentences by topic",a,ponens,If-Event-Then-Event,519,824-strong,John can organize the sentences by topic.,John cannot organize the sentences by topic.,John may or may not be able to organize the sentences by topic.
"If John segments a ""school year"" into ""semesters"", then John can assign students to ""fall semester"" or ""spring semester"" groups
John segments a ""school year"" into ""semesters""

What necessarily had to follow assuming that the above premises were true?
(a) John can assign students to ""fall semester"" or ""spring semester"" groups
(b) John cannot assign students to ""fall semester"" or ""spring semester"" groups
(c) John may or may not assign students to ""fall semester"" or ""spring semester"" groups",a,ponens,If-Event-Then-Event,519,825-strong,"John can assign students to ""fall semester"" or ""spring semester"" groups.","John cannot assign students to ""fall semester"" or ""spring semester"" groups.","John may or may not assign students to ""fall semester"" or ""spring semester"" groups."
"If John divides the calendar year into quarters, then John categorizes events by seasons
John divides the calendar year into quarters

What necessarily had to follow assuming that the above premises were true?
(a) John categorizes events by seasons
(b) John does not categorize events by seasons
(c) John may or may not categorize events by seasons",a,ponens,If-Event-Then-Event,519,826-strong,John categorizes events by seasons.,John does not categorize events by seasons.,John may or may not categorize events by seasons.
"If John organizes the curriculum weekly to teach math in high school, then Jessica, a student, attends algebra on Monday
John organizes the curriculum weekly to teach math in high school

What necessarily had to follow assuming that the above premises were true?
(a) Jessica, a student, attends algebra on Monday
(b) Jessica, a student, does not attend algebra on Monday
(c) Jessica, a student, may or may not attend algebra on Monday",a,ponens,If-Event-Then-Event,520,827-strong,"Jessica, a student, attends algebra on Monday.","Jessica, a student, does not attend algebra on Monday.","Jessica, a student, may or may not attend algebra on Monday."
"If John segments the syllabus to teach math at Middle School 123, then it's to simplify the concepts for students
John segments the syllabus to teach math at Middle School 123

What necessarily had to follow assuming that the above premises were true?
(a) It's to simplify the concepts for students
(b) It's not to simplify the concepts for students
(c) It may or may not be to simplify the concepts for students",a,ponens,If-Event-Then-Event,520,828-strong,It's to simplify the concepts for students,It's not to simplify the concepts for students,It may or may not be to simplify the concepts for students
"If John segments history into distinct eras for a lesson plan, then Jessica can organize the curriculum into manageable blocks
John segments history into distinct eras for a lesson plan

What necessarily had to follow assuming that the above premises were true?
(a) Jessica can organize the curriculum into manageable blocks
(b) Jessica cannot organize the curriculum into manageable blocks
(c) Jessica may or may not be able to organize the curriculum into manageable blocks",a,ponens,If-Event-Then-Event,520,829-strong,Jessica can organize the curriculum into manageable blocks.,Jessica cannot organize the curriculum into manageable blocks.,Jessica may or may not be able to organize the curriculum into manageable blocks.
"If John divides the textbook into chapters to get a better grasp of historical events, then Jessica finds the lessons more comprehensible
John divides the textbook into chapters to get a better grasp of historical events

What necessarily had to follow assuming that the above premises were true?
(a) Jessica finds the lessons more comprehensible
(b) Jessica does not find the lessons more comprehensible
(c) Jessica may or may not find the lessons more comprehensible",a,ponens,If-Event-Then-Event,520,830-strong,Jessica finds the lessons more comprehensible.,Jessica does not find the lessons more comprehensible.,Jessica may or may not find the lessons more comprehensible.
"If John uses a timer to manage work sessions, then Jessica reviews the completed tasks
John uses a timer to manage work sessions

What necessarily had to follow assuming that the above premises were true?
(a) Jessica reviews the completed tasks
(b) Jessica does not review the completed tasks
(c) Jessica may or may not review the completed tasks",a,ponens,If-Event-Then-Event,521,831-strong,Jessica reviews the completed tasks.,Jessica does not review the completed tasks.,Jessica may or may not review the completed tasks.
"If John segments a rope into meters, then John can segment a paper into centimeters
John segments a rope into meters

What necessarily had to follow assuming that the above premises were true?
(a) John can segment a paper into centimeters
(b) John cannot segment a paper into centimeters
(c) John may or may not be able to segment a paper into centimeters",a,ponens,If-Event-Then-Event,521,832-strong,John can segment a paper into centimeters.,John cannot segment a paper into centimeters.,John may or may not be able to segment a paper into centimeters.
"If John creates segments on a timeline to track daily tasks, then Jessica can review the accuracy of these segments
John creates segments on a timeline to track daily tasks

What necessarily had to follow assuming that the above premises were true?
(a) Jessica can review the accuracy of these segments
(b) Jessica cannot review the accuracy of these segments
(c) Jessica may or may not review the accuracy of these segments",a,ponens,If-Event-Then-Event,521,833-strong,Jessica can review the accuracy of these segments.,Jessica cannot review the accuracy of these segments.,Jessica may or may not review the accuracy of these segments.
"If John uses a clock to measure hours, then John might use a scale to measure weight
John uses a clock to measure hours

What necessarily had to follow assuming that the above premises were true?
(a) John might use a scale to measure weight
(b) John might not use a scale to measure weight
(c) John may or may not use a scale to measure weight",a,ponens,If-Event-Then-Event,521,834-strong,John might use a scale to measure weight.,John might not use a scale to measure weight.,John may or may not use a scale to measure weight.
"If John feels somewhat inspired, then John enjoys the chance offered and is eager to contribute
John feels somewhat inspired

What necessarily had to follow assuming that the above premises were true?
(a) John enjoys the chance offered and is eager to contribute
(b) John does not enjoy the chance offered and is not eager to contribute
(c) John may or may not enjoy the chance offered and may or may not be eager to contribute",a,ponens,If-Event-Then-MentalState,526,835-strong,John enjoys the chance offered and is eager to contribute.,John does not enjoy the chance offered and is not eager to contribute.,John may or may not enjoy the chance offered and may or may not be eager to contribute.
"If Feeling slightly inspired, John shared a cookie that pleased Jessica., then John felt slightly inspired, John shared a cookie that pleased Jessica
Feeling slightly inspired, John shared a cookie that pleased Jessica

What necessarily had to follow assuming that the above premises were true?
(a) John felt slightly inspired, John shared a cookie that pleased Jessica. 
(b) John did not feel slightly inspired, John did not share a cookie that pleased Jessica. 
(c) John may or may not have felt slightly inspired, John may or may not have shared a cookie that pleased Jessica",a,ponens,If-Event-Then-MentalState,526,836-strong,"John felt slightly inspired, John shared a cookie that pleased Jessica. ","John did not feel slightly inspired, John did not share a cookie that pleased Jessica. ","John may or may not have felt slightly inspired, John may or may not have shared a cookie that pleased Jessica."
"If John marries the prince, then they feel joyful
John marries the prince

What necessarily had to follow assuming that the above premises were true?
(a) they feel joyful
(b) they do not feel joyful
(c) they may or may not feel joyful",a,ponens,If-Event-Then-MentalState,533,837-strong,they feel joyful.,they do not feel joyful.,they may or may not feel joyful.
"If John marries the prince, then Jessica will be content
John marries the prince

What necessarily had to follow assuming that the above premises were true?
(a) Jessica will be content
(b) Jessica will not be content
(c) Jessica may or may not be content",a,ponens,If-Event-Then-MentalState,533,838-strong,Jessica will be content.,Jessica will not be content.,Jessica may or may not be content.
"If John marries Prince Arthur, then John will smile
John marries Prince Arthur

What necessarily had to follow assuming that the above premises were true?
(a) John will smile
(b) John will not smile
(c) John may or may not smile",a,ponens,If-Event-Then-MentalState,534,839-strong,John will smile.,John will not smile.,John may or may not smile.
"If John becomes the spouse of the crown prince, then Jessica will smile
John becomes the spouse of the crown prince

What necessarily had to follow assuming that the above premises were true?
(a) Jessica will smile
(b) Jessica will not smile
(c) Jessica may or may not smile",a,ponens,If-Event-Then-MentalState,534,840-strong,Jessica will smile.,Jessica will not smile.,Jessica may or may not smile.
"If John weds the prince, then John will bear an offspring
John weds the prince

What necessarily had to follow assuming that the above premises were true?
(a) John will bear an offspring
(b) John will not bear an offspring
(c) John may or may not bear an offspring",a,ponens,If-Event-Then-Event,537,841-strong,John will bear an offspring.,John will not bear an offspring.,John may or may not bear an offspring.
"If John accepts a marriage proposal, then John and the prince plan a wedding and purchase a house
John accepts a marriage proposal

What necessarily had to follow assuming that the above premises were true?
(a) John and the prince plan a wedding and purchase a house
(b) John and the prince do not plan a wedding and purchase a house
(c) John and the prince may or may not plan a wedding and purchase a house",a,ponens,If-Event-Then-Event,537,842-strong,John and the prince plan a wedding and purchase a house.,John and the prince do not plan a wedding and purchase a house.,John and the prince may or may not plan a wedding and purchase a house.
"If John marries the prince, then John and the prince will have a baby
John marries the prince

What necessarily had to follow assuming that the above premises were true?
(a) John and the prince will have a baby
(b) John and the prince will not have a baby
(c) John and the prince may or may not have a baby",a,ponens,If-Event-Then-Event,537,843-strong,John and the prince will have a baby.,John and the prince will not have a baby.,John and the prince may or may not have a baby.
"If John receives a marriage proposal from the prince, then Jessica will purchase a house
John receives a marriage proposal from the prince

What necessarily had to follow assuming that the above premises were true?
(a) Jessica will purchase a house
(b) Jessica will not purchase a house
(c) Jessica may or may not purchase a house",a,ponens,If-Event-Then-Event,537,844-strong,Jessica will purchase a house.,Jessica will not purchase a house.,Jessica may or may not purchase a house.
"If John weds the prince, then they organize nuptials and conceive a baby
John weds the prince

What necessarily had to follow assuming that the above premises were true?
(a) They organize nuptials and conceive a baby
(b) They do not organize nuptials or conceive a baby
(c) They may or may not organize nuptials and conceive a baby",a,ponens,If-Event-Then-Event,537,845-strong,They organize nuptials and conceive a baby.,They do not organize nuptials or conceive a baby.,They may or may not organize nuptials and conceive a baby.
"If John becomes the spouse of the monarch’s eldest child, then John will purchase a house
John becomes the spouse of the monarch’s eldest child

What necessarily had to follow assuming that the above premises were true?
(a) John will purchase a house
(b) John will not purchase a house
(c) John may or may not purchase a house",a,ponens,If-Event-Then-Event,537,846-strong,John will purchase a house.,John will not purchase a house.,John may or may not purchase a house.
"If John organizes a royal wedding. John becomes the spouse of the prince., then John is the prince's spouse. Jessica will become a parent
John organizes a royal wedding. John becomes the spouse of the prince

What necessarily had to follow assuming that the above premises were true?
(a) John is the prince's spouse. Jessica will become a parent
(b) John is not the prince's spouse. Jessica will not become a parent
(c) John may or may not be the prince's spouse. Jessica may or may not become a parent",a,ponens,If-Event-Then-Event,537,847-strong,John is the prince's spouse. Jessica will become a parent.,John is not the prince's spouse. Jessica will not become a parent.,John may or may not be the prince's spouse. Jessica may or may not become a parent.
"If John becomes the queen by marrying the prince, then Jessica will purchase a house in the countryside
John becomes the queen by marrying the prince

What necessarily had to follow assuming that the above premises were true?
(a) Jessica will purchase a house in the countryside
(b) Jessica will not purchase a house in the countryside
(c) Jessica may or may not purchase a house in the countryside",a,ponens,If-Event-Then-Event,537,848-strong,Jessica will purchase a house in the countryside.,Jessica will not purchase a house in the countryside.,Jessica may or may not purchase a house in the countryside.
"If John weds the prince, then they may hold a wedding and conceive
John weds the prince

What necessarily had to follow assuming that the above premises were true?
(a) They may hold a wedding and conceive
(b) They may not hold a wedding and conceive
(c) They may or may not hold a wedding and conceive",a,ponens,If-Event-Then-Event,537,849-strong,They may hold a wedding and conceive.,They may not hold a wedding and conceive.,They may or may not hold a wedding and conceive.
"If John marries Princess Anne, then John can buy a cottage
John marries Princess Anne

What necessarily had to follow assuming that the above premises were true?
(a) John can buy a cottage
(b) John cannot buy a cottage
(c) John may or may not buy a cottage",a,ponens,If-Event-Then-Event,537,850-strong,John can buy a cottage.,John cannot buy a cottage.,John may or may not buy a cottage.
"If John weds the princess, then they may hold a wedding and conceive
John weds the princess

What necessarily had to follow assuming that the above premises were true?
(a) They may hold a wedding and conceive
(b) They may not hold a wedding and conceive
(c) They may or may not hold a wedding and conceive",a,ponens,If-Event-Then-Event,537,851-strong,They may hold a wedding and conceive.,They may not hold a wedding and conceive.,They may or may not hold a wedding and conceive.
"If John becomes the spouse of the prince, then Jessica will purchase a house
John becomes the spouse of the prince

What necessarily had to follow assuming that the above premises were true?
(a) Jessica will purchase a house
(b) Jessica will not purchase a house
(c) Jessica may or may not purchase a house",a,ponens,If-Event-Then-Event,537,852-strong,Jessica will purchase a house.,Jessica will not purchase a house.,Jessica may or may not purchase a house.
"If John proposes to Prince John, then John marries Prince John and they have a honeymoon in Paris
John proposes to Prince John

What necessarily had to follow assuming that the above premises were true?
(a) John marries Prince John and they have a honeymoon in Paris
(b) John does not marry Prince John and they do not have a honeymoon in Paris
(c) John may or may not marry Prince John and they may or may not have a honeymoon in Paris",a,ponens,If-Event-Then-Event,538,853-strong,John marries Prince John and they have a honeymoon in Paris.,John does not marry Prince John and they do not have a honeymoon in Paris.,John may or may not marry Prince John and they may or may not have a honeymoon in Paris.
"If John asks the prince/princess to marry them, then John becomes their spouse and receives presents
John asks the prince/princess to marry them

What necessarily had to follow assuming that the above premises were true?
(a) John becomes their spouse and receives presents
(b) John does not become their spouse and receives presents
(c) John may or may not become their spouse and may or may not receive presents",a,ponens,If-Event-Then-Event,538,854-strong,John becomes their spouse and receives presents.,John does not become their spouse and receives presents.,John may or may not become their spouse and may or may not receive presents.
"If John proposes to Prince Aldrich, then Jessica marries Lady Elara
John proposes to Prince Aldrich

What necessarily had to follow assuming that the above premises were true?
(a) Jessica marries Lady Elara
(b) Jessica does not marry Lady Elara
(c) Jessica may or may not marry Lady Elara",a,ponens,If-Event-Then-Event,538,855-strong,Jessica marries Lady Elara.,Jessica does not marry Lady Elara.,Jessica may or may not marry Lady Elara.
"If John proposes to the king's daughter, then John marries the king's daughter and causes Jessica to go on a honeymoon
John proposes to the king's daughter

What necessarily had to follow assuming that the above premises were true?
(a) John marries the king's daughter and causes Jessica to go on a honeymoon
(b) John does not marry the king's daughter and does not cause Jessica to go on a honeymoon
(c) John may or may not marry the king's daughter and may or may not cause Jessica to go on a honeymoon",a,ponens,If-Event-Then-Event,538,856-strong,John marries the king's daughter and causes Jessica to go on a honeymoon.,John does not marry the king's daughter and does not cause Jessica to go on a honeymoon.,John may or may not marry the king's daughter and may or may not cause Jessica to go on a honeymoon.
"If John purchases a diamond ring from the Royal Jeweler, then John will wed Prince William, the king's son, and subsequently enjoy a honeymoon in Paris
John purchases a diamond ring from the Royal Jeweler

What necessarily had to follow assuming that the above premises were true?
(a) John will wed Prince William, the king's son, and subsequently enjoy a honeymoon in Paris
(b) John will not wed Prince William, the king's son, and subsequently enjoy a honeymoon in Paris
(c) John may or may not wed Prince William, the king's son, and subsequently enjoy a honeymoon in Paris",a,ponens,If-Event-Then-Event,538,857-strong,"John will wed Prince William, the king's son, and subsequently enjoy a honeymoon in Paris.","John will not wed Prince William, the king's son, and subsequently enjoy a honeymoon in Paris.","John may or may not wed Prince William, the king's son, and subsequently enjoy a honeymoon in Paris."
"If John purchases a diamond ring, then John weds Jessica, the princess, for the dowry
John purchases a diamond ring

What necessarily had to follow assuming that the above premises were true?
(a) John weds Jessica, the princess, for the dowry
(b) John does not wed Jessica, the princess, for the dowry
(c) John may or may not wed Jessica, the princess, for the dowry",a,ponens,If-Event-Then-Event,538,858-strong,"John weds Jessica, the princess, for the dowry.","John does not wed Jessica, the princess, for the dowry.","John may or may not wed Jessica, the princess, for the dowry."
"If John purchasing a wedding ring, then John wedding Jessica, the princess
John purchasing a wedding ring

What necessarily had to follow assuming that the above premises were true?
(a) John is wedding Jessica, the princess. 
(b) John is not wedding Jessica, the princess. 
(c) John may or may not be wedding Jessica, the princess",a,ponens,If-Event-Then-Event,538,859-strong,"John is wedding Jessica, the princess. ","John is not wedding Jessica, the princess. ","John may or may not be wedding Jessica, the princess."
"If John purchases a diamond wedding ring, then John will wed the prince/princess and ensure Jessica takes a seaside honeymoon trip
John purchases a diamond wedding ring

What necessarily had to follow assuming that the above premises were true?
(a) John will wed the prince/princess and ensure Jessica takes a seaside honeymoon trip
(b) John will not wed the prince/princess and ensure Jessica takes a seaside honeymoon trip
(c) John may or may not wed the prince/princess and may or may not ensure Jessica takes a seaside honeymoon trip",a,ponens,If-Event-Then-Event,538,860-strong,John will wed the prince/princess and ensure Jessica takes a seaside honeymoon trip.,John will not wed the prince/princess and ensure Jessica takes a seaside honeymoon trip.,John may or may not wed the prince/princess and may or may not ensure Jessica takes a seaside honeymoon trip.
"If John focuses on listening, then John listens carefully
John focuses on listening

What necessarily had to follow assuming that the above premises were true?
(a) John listens carefully
(b) John does not listen carefully
(c) John may or may not listen carefully",a,ponens,If-Event-Then-MentalState,542,861-strong,John listens carefully.,John does not listen carefully.,John may or may not listen carefully.
"If John learns facts, then John will jot them down
John learns facts

What necessarily had to follow assuming that the above premises were true?
(a) John will jot them down
(b) John will not jot them down
(c) John may or may not jot them down",a,ponens,If-Event-Then-Event,546,862-strong,John will jot them down.,John will not jot them down.,John may or may not jot them down.
"If John learns about the facts, then John will share those facts with others
John learns about the facts

What necessarily had to follow assuming that the above premises were true?
(a) John will share those facts with others. 
(b) John will not share those facts with others. 
(c) John may or may not share those facts with others",a,ponens,If-Event-Then-Event,546,863-strong,John will share those facts with others. ,John will not share those facts with others. ,John may or may not share those facts with others.
"If John listens carefully to Jessica's argument, then John takes notes on Jessica's points
John listens carefully to Jessica's argument

What necessarily had to follow assuming that the above premises were true?
(a) John takes notes on Jessica's points
(b) John does not take notes on Jessica's points
(c) John may or may not take notes on Jessica's points",a,ponens,If-Event-Then-Event,546,864-strong,John takes notes on Jessica's points.,John does not take notes on Jessica's points.,John may or may not take notes on Jessica's points.
"If John listens respectfully to the specific data provided by the speaker, then John will share that exact data with their peers
John listens respectfully to the specific data provided by the speaker

What necessarily had to follow assuming that the above premises were true?
(a) John will share that exact data with their peers
(b) John will not share that exact data with their peers
(c) John may or may not share that exact data with their peers",a,ponens,If-Event-Then-Event,546,865-strong,John will share that exact data with their peers,John will not share that exact data with their peers,John may or may not share that exact data with their peers
"If John reads a book, then John speaks with Jessica
John reads a book

What necessarily had to follow assuming that the above premises were true?
(a) John speaks with Jessica
(b) John does not speak with Jessica
(c) John may or may not speak with Jessica",a,ponens,If-Event-Then-Event,547,866-strong,John speaks with Jessica.,John does not speak with Jessica.,John may or may not speak with Jessica.
"If John researches information, then John aims to argue
John researches information

What necessarily had to follow assuming that the above premises were true?
(a) John aims to argue
(b) John does not aim to argue
(c) John may or may not aim to argue",a,ponens,If-Event-Then-Event,547,867-strong,John aims to argue.,John does not aim to argue.,John may or may not aim to argue.
"If John notices a problem, then John speaks with Jessica
John notices a problem

What necessarily had to follow assuming that the above premises were true?
(a) John speaks with Jessica
(b) John does not speak with Jessica
(c) John may or may not speak with Jessica",a,ponens,If-Event-Then-Event,547,868-strong,John speaks with Jessica.,John does not speak with Jessica.,John may or may not speak with Jessica.
"If John notices the mistake in the contract, then the meeting might end in an argument over the terms
John notices the mistake in the contract

What necessarily had to follow assuming that the above premises were true?
(a) The meeting might end in an argument over the terms
(b) The meeting might not end in an argument over the terms
(c) The meeting may or may not end in an argument over the terms",a,ponens,If-Event-Then-Event,547,869-strong,The meeting might end in an argument over the terms.,The meeting might not end in an argument over the terms.,The meeting may or may not end in an argument over the terms.
"If John gives one apple to Jessica to have the same number of apples, then John will smile
John gives one apple to Jessica to have the same number of apples

What necessarily had to follow assuming that the above premises were true?
(a) John will smile
(b) John will not smile
(c) John may or may not smile",a,ponens,If-Event-Then-MentalState,561,870-strong,John will smile.,John will not smile.,John may or may not smile.
"If John balances the seesaw with Jessica, then John will smile
John balances the seesaw with Jessica

What necessarily had to follow assuming that the above premises were true?
(a) John will smile
(b) John will not smile
(c) John may or may not smile",a,ponens,If-Event-Then-MentalState,561,871-strong,John will smile.,John will not smile.,John may or may not smile.
"If John solves the problem, then Jessica smiles
John solves the problem

What necessarily had to follow assuming that the above premises were true?
(a) Jessica smiles
(b) Jessica does not smile
(c) Jessica may or may not smile",a,ponens,If-Event-Then-MentalState,561,872-strong,Jessica smiles.,Jessica does not smile.,Jessica may or may not smile.
